filepath,scripted,transcription_original,transcription_clean,spkr_id,quality_code,has_audio_file,has_speech_in_audio,usable,duration,set,mostafa_set
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks03g/ks03g5m0.wav,True,they put my computer next to the books,they put my computer next to the books,ks03g,3.0,True,True,False,7.60775,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks03g/ks03g3v0.wav,True,the young emperor could not spell,the young emperor could not spell,ks03g,3.0,True,True,False,6.119875,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ksb3e/ksb3e1e0.wav,True,five,five,ksb3e,3.0,True,True,False,2.1126875,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ksb3e/ksb3e1y0.wav,True,kingpin,kingpin,ksb3e,3.0,True,True,False,4.1155625,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0373i0.wav,True,ragtime,ragtime,ks037,3.0,True,True,False,1.9879375,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0378l0.wav,True,white,white,ks037,3.0,True,True,False,1.6079375,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0371o0.wav,True,homemaking,homemaking,ks037,3.0,True,True,False,2.3590625,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0370p0.wav,True,civilized,civilized,ks037,3.0,True,True,False,2.7395,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks037710.wav,True,smoothly,smoothly,ks037,3.0,True,True,False,1.60725,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0374j0.wav,True,fred didn't try the carrot juice,fred didn't try the carrot juice,ks037,3.0,True,True,False,4.6116875,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0377w0.wav,True,thrower,thrower,ks037,3.0,True,True,False,1.337,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks037190.wav,True,ethnic,ethnic,ks037,3.0,True,True,False,2.73975,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0374f0.wav,True,people like to sing in cairo,people like to sing in cairo,ks037,3.0,True,True,False,4.30625,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0370u0.wav,True,crenshaw,crenshaw,ks037,3.0,True,True,False,3.1139375,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks037500.wav,True,the flood took a car down the street,the flood took a car down the street,ks037,3.0,True,True,False,4.9835,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0372o0.wav,True,one zero zero three zero seven eight,one zero zero three zero seven eight,ks037,3.0,True,True,False,4.9835,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks037540.wav,True,grandmother played football last year,grandmother played football last year,ks037,3.0,True,True,False,4.61175,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0373v0.wav,True,the young emperor could not spell,the young emperor could not spell,ks037,3.0,True,True,False,4.6125,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0372q0.wav,True,two eight one seven three nine two,two eight one seven three nine two,ks037,3.0,True,True,False,6.920125,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks037/ks0374g0.wav,True,"unplug the toaster, if it gets hot",unplug the toaster if it gets hot,ks037,3.0,True,True,False,4.612,ignore,nan
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ksb2z/ksb2z4d0.wav,True,chasing sally can be dangerous,chasing sally can be dangerous,ksb2z,3.0,True,True,False,4.58225,ignore,nan
